experiment_id,iteration_id,timestamp,success,detected,blocked,decision,latency,error_rate
EXP-BB025A2A1213,ITR-AD1747D3,2026-08-26T06:10:35.577053+00:00,True,False,False,ACCEPT,0.007059,0.0
EXP-BB025A2A1213,ITR-9AAADFCD,2026-08-26T06:10:35.580830+00:00,True,False,False,ACCEPT,0.003736,0.0
