experiment_id,iteration_id,timestamp,success,detected,blocked,decision,latency,error_rate
EXP-9E5E799AB7D3,ITR-C97D9502,2026-08-26T08:16:56.719359+00:00,True,False,False,ACCEPT,0.008653,0.0
EXP-9E5E799AB7D3,ITR-95B6D057,2026-08-26T08:16:56.723222+00:00,True,False,False,ACCEPT,0.003841,0.0
