experiment_id,iteration_id,timestamp,success,detected,blocked,decision,latency,error_rate
EXP-C3098598F6B6,ITR-F5C68442,2026-08-26T06:37:26.626712+00:00,True,False,False,ACCEPT,0.006827,0.0
EXP-C3098598F6B6,ITR-1D3DAD93,2026-08-26T06:37:26.630826+00:00,True,False,False,ACCEPT,0.004074,0.0
