experiment_id,iteration_id,timestamp,success,detected,blocked,decision,latency,error_rate
EXP-9B6CCCE58A45,ITR-58B19495,2026-08-26T05:54:03.922686+00:00,True,False,False,ACCEPT,0.008004,0.0
EXP-9B6CCCE58A45,ITR-5AB7F954,2026-08-26T05:54:03.928221+00:00,True,False,False,ACCEPT,0.005508,0.0
