experiment_id,iteration_id,timestamp,success,detected,blocked,decision,latency,error_rate
EXP-46EB235EA2A0,ITR-6B8BEA5E,2026-08-26T08:20:40.273197+00:00,True,False,False,ACCEPT,0.008077,0.0
EXP-46EB235EA2A0,ITR-F03760D7,2026-08-26T08:20:40.276937+00:00,True,False,False,ACCEPT,0.003718,0.0
