experiment_id,iteration_id,timestamp,success,detected,blocked,decision,latency,error_rate
EXP-AB2464906C8D,ITR-28BDE9E1,2026-08-26T06:40:14.225286+00:00,True,False,False,ACCEPT,0.010017,0.0
EXP-AB2464906C8D,ITR-1CB09A9E,2026-08-26T06:40:14.229446+00:00,True,False,False,ACCEPT,0.004133,0.0
